County,Date,NewCases,NewPositiveTests,TotalTestEncounters
Hawaii,2/15/20,0,0,0
Hawaii,2/28/20,0,0,0
Hawaii,3/2/20,0,0,0
Hawaii,3/3/20,0,0,1
Hawaii,3/6/20,0,0,0
Hawaii,3/7/20,0,0,0
Hawaii,3/8/20,0,0,0
Hawaii,3/9/20,0,0,0
Hawaii,3/10/20,0,0,0
Hawaii,3/11/20,0,0,0
Hawaii,3/12/20,0,0,3
Hawaii,3/13/20,0,0,3
Hawaii,3/14/20,0,0,6
Hawaii,3/15/20,0,0,19
Hawaii,3/16/20,0,0,29
Hawaii,3/17/20,1,1,31
Hawaii,3/18/20,0,0,22
Hawaii,3/19/20,0,0,59
Hawaii,3/20/20,2,2,84
Hawaii,3/21/20,0,0,73
Hawaii,3/22/20,1,2,136
Hawaii,3/23/20,1,0,95
Hawaii,3/24/20,0,0,22
Hawaii,3/25/20,1,0,27
Hawaii,3/26/20,2,2,124
Hawaii,3/27/20,5,5,290
Hawaii,3/28/20,4,5,242
Hawaii,3/29/20,1,1,53
Hawaii,3/30/20,0,0,31
Hawaii,3/31/20,3,2,236
Hawaii,4/1/20,0,0,138
Hawaii,4/2/20,2,2,103
Hawaii,4/3/20,2,2,160
Hawaii,4/4/20,0,0,41
Hawaii,4/5/20,1,0,139
Hawaii,4/6/20,1,1,59
Hawaii,4/7/20,3,3,51
Hawaii,4/8/20,0,0,26
Hawaii,4/9/20,1,1,153
Hawaii,4/10/20,3,3,194
Hawaii,4/11/20,5,3,114
Hawaii,4/12/20,1,2,67
Hawaii,4/13/20,1,2,18
Hawaii,4/14/20,0,0,34
Hawaii,4/15/20,0,0,32
Hawaii,4/16/20,3,3,68
Hawaii,4/17/20,16,16,302
Hawaii,4/18/20,2,2,92
Hawaii,4/19/20,2,2,90
Hawaii,4/20/20,0,0,47
Hawaii,4/21/20,3,4,128
Hawaii,4/22/20,1,0,70
Hawaii,4/23/20,1,2,209
Hawaii,4/24/20,0,1,145
Hawaii,4/25/20,1,1,71
Hawaii,4/26/20,0,0,16
Hawaii,4/27/20,0,0,24
Hawaii,4/28/20,0,0,186
Hawaii,4/29/20,3,3,70
Hawaii,4/30/20,0,0,240
Hawaii,5/1/20,0,0,127
Hawaii,5/2/20,1,1,123
Hawaii,5/3/20,1,1,96
Hawaii,5/4/20,0,0,80
Hawaii,5/5/20,0,0,103
Hawaii,5/6/20,0,0,58
Hawaii,5/7/20,0,0,199
Hawaii,5/8/20,0,0,102
Hawaii,5/9/20,0,0,180
Hawaii,5/10/20,0,0,13
Hawaii,5/11/20,0,0,78
Hawaii,5/12/20,0,0,99
Hawaii,5/13/20,0,1,158
Hawaii,5/14/20,0,0,174
Hawaii,5/15/20,1,0,167
Hawaii,5/16/20,1,2,152
Hawaii,5/17/20,0,0,52
Hawaii,5/18/20,1,1,101
Hawaii,5/19/20,0,0,197
Hawaii,5/20/20,3,3,160
Hawaii,5/21/20,0,0,178
Hawaii,5/22/20,0,0,192
Hawaii,5/23/20,0,0,185
Hawaii,5/24/20,0,0,40
Hawaii,5/25/20,0,0,76
Hawaii,5/26/20,0,0,43
Hawaii,5/27/20,0,0,111
Hawaii,5/28/20,0,0,145
Hawaii,5/29/20,0,0,135
Hawaii,5/30/20,0,0,143
Hawaii,5/31/20,0,0,30
Hawaii,6/1/20,0,0,128
Hawaii,6/2/20,0,0,588
Hawaii,6/3/20,0,0,899
Hawaii,6/4/20,0,0,379
Hawaii,6/5/20,0,0,273
Hawaii,6/6/20,0,0,213
Hawaii,6/7/20,0,0,58
Hawaii,6/8/20,0,0,27
Hawaii,6/9/20,0,0,260
Hawaii,6/10/20,0,0,130
Hawaii,6/11/20,0,0,192
Hawaii,6/12/20,0,0,135
Hawaii,6/13/20,1,1,239
Hawaii,6/14/20,0,0,46
Hawaii,6/15/20,0,0,76
Hawaii,6/16/20,1,1,410
Hawaii,6/17/20,0,0,194
Hawaii,6/18/20,0,0,107
Hawaii,6/19/20,0,0,265
Hawaii,6/20/20,2,2,131
Hawaii,6/21/20,0,0,78
Hawaii,6/22/20,0,0,62
Hawaii,6/23/20,1,1,260
Hawaii,6/24/20,0,1,102
Hawaii,6/25/20,0,0,150
Hawaii,6/26/20,0,0,149
Hawaii,6/27/20,1,3,193
Hawaii,6/28/20,0,0,69
Hawaii,6/29/20,0,1,59
Hawaii,6/30/20,0,0,253
Hawaii,7/1/20,3,3,187
Hawaii,7/2/20,1,1,197
Hawaii,7/3/20,2,2,264
Hawaii,7/4/20,0,0,94
Hawaii,7/5/20,1,1,47
Hawaii,7/6/20,1,1,70
Hawaii,7/7/20,1,1,314
Hawaii,7/8/20,1,1,196
Hawaii,7/9/20,1,1,265
Hawaii,7/10/20,2,2,259
Hawaii,7/11/20,1,1,192
Hawaii,7/12/20,1,0,93
Hawaii,7/13/20,3,3,60
Hawaii,7/14/20,2,2,409
Hawaii,7/15/20,0,1,298
Hawaii,7/16/20,2,2,367
Hawaii,7/17/20,1,1,696
Hawaii,7/18/20,2,1,382
Hawaii,7/19/20,1,0,141
Hawaii,7/20/20,0,1,139
Hawaii,7/21/20,0,1,698
Hawaii,7/22/20,2,1,255
Hawaii,7/23/20,0,0,277
Hawaii,7/24/20,0,0,257
Hawaii,7/25/20,0,0,749
Hawaii,7/26/20,0,0,75
Hawaii,7/27/20,0,0,73
Hawaii,7/28/20,0,0,345
Hawaii,7/29/20,0,0,188
Hawaii,7/30/20,0,0,154
Hawaii,7/31/20,0,0,159
Hawaii,8/1/20,0,1,281
Hawaii,8/2/20,2,0,112
Hawaii,8/3/20,4,8,169
Hawaii,8/4/20,0,0,292
Hawaii,8/5/20,1,2,296
Hawaii,8/6/20,0,0,333
Hawaii,8/7/20,4,4,328
Hawaii,8/8/20,3,3,393
Hawaii,8/9/20,0,0,148
Hawaii,8/10/20,1,1,142
Hawaii,8/11/20,2,2,389
Hawaii,8/12/20,4,3,411
Hawaii,8/13/20,4,4,555
Hawaii,8/14/20,3,4,387
Hawaii,8/15/20,4,5,366
Hawaii,8/16/20,2,2,143
Hawaii,8/17/20,3,4,123
Hawaii,8/18/20,7,10,364
Hawaii,8/19/20,5,8,202
Hawaii,8/20/20,14,14,361
Hawaii,8/21/20,15,13,404
Hawaii,8/22/20,8,8,389
Hawaii,8/23/20,9,7,461
Hawaii,8/24/20,11,12,535
Hawaii,8/25/20,23,23,582
Hawaii,8/26/20,10,11,253
Hawaii,8/27/20,26,24,686
Hawaii,8/28/20,39,43,850
Hawaii,8/29/20,21,22,523
Hawaii,8/30/20,25,23,309
Hawaii,8/31/20,18,19,986
Hawaii,9/1/20,34,34,716
Hawaii,9/2/20,17,16,750
Hawaii,9/3/20,34,36,802
Hawaii,9/4/20,23,21,522
Hawaii,9/5/20,13,14,806
Hawaii,9/6/20,11,13,278
Hawaii,9/7/20,6,5,250
Hawaii,9/8/20,13,14,631
Hawaii,9/9/20,7,10,947
Hawaii,9/10/20,21,20,745
Hawaii,9/11/20,8,12,528
Hawaii,9/12/20,19,13,701
Hawaii,9/13/20,7,7,469
Hawaii,9/14/20,5,9,521
Hawaii,9/15/20,4,11,927
Hawaii,9/16/20,19,10,688
Hawaii,9/17/20,10,11,735
Hawaii,9/18/20,7,6,649
Hawaii,9/19/20,5,7,698
Hawaii,9/20/20,7,7,371
Hawaii,9/21/20,8,5,599
Hawaii,9/22/20,13,14,1052
Hawaii,9/23/20,6,6,512
Hawaii,9/24/20,14,15,613
Hawaii,9/25/20,3,2,521
Hawaii,9/26/20,7,7,729
Hawaii,9/27/20,0,1,301
Hawaii,9/28/20,3,3,272
Hawaii,9/29/20,25,26,961
Hawaii,9/30/20,6,7,392
Hawaii,10/1/20,16,18,751
Hawaii,10/2/20,43,40,1050
Hawaii,10/3/20,15,17,661
Hawaii,10/4/20,10,9,337
Hawaii,10/5/20,13,13,367
Hawaii,10/6/20,18,18,978
Hawaii,10/7/20,14,14,708
Hawaii,10/8/20,44,43,1136
Hawaii,10/9/20,15,17,717
Hawaii,10/10/20,24,22,763
Hawaii,10/11/20,5,5,355
Hawaii,10/12/20,21,22,425
Hawaii,10/13/20,18,20,683
Hawaii,10/14/20,13,12,562
Hawaii,10/15/20,20,21,1071
Hawaii,10/16/20,12,12,513
Hawaii,10/17/20,14,19,804
Hawaii,10/18/20,7,4,222
Hawaii,10/19/20,23,22,453
Hawaii,10/20/20,9,14,761
Hawaii,10/21/20,29,24,638
Hawaii,10/22/20,34,34,1107
Hawaii,10/23/20,16,17,899
Hawaii,10/24/20,51,51,933
Hawaii,10/25/20,9,9,331
Hawaii,10/26/20,3,3,546
Hawaii,10/27/20,5,5,827
Hawaii,10/28/20,7,9,798
Hawaii,10/29/20,14,14,1008
Hawaii,10/30/20,15,21,889
Hawaii,10/31/20,26,24,897
Hawaii,11/1/20,5,6,201
Hawaii,11/2/20,7,7,514
Hawaii,11/3/20,21,24,1432
Hawaii,11/4/20,22,25,793
Hawaii,11/5/20,21,23,1261
Hawaii,11/6/20,11,10,934
Hawaii,11/7/20,19,20,1047
Hawaii,11/8/20,4,5,133
Hawaii,11/9/20,2,1,294
Hawaii,11/10/20,23,22,788
Hawaii,11/11/20,15,15,704
Hawaii,11/12/20,8,10,906
Hawaii,11/13/20,12,12,865
Hawaii,11/14/20,8,10,779
Hawaii,11/15/20,6,6,430
Hawaii,11/16/20,2,2,282
Hawaii,11/17/20,11,12,844
Hawaii,11/18/20,13,14,641
Hawaii,11/19/20,15,14,1126
Hawaii,11/20/20,13,15,794
Hawaii,11/21/20,10,9,614
Hawaii,11/22/20,6,7,472
Hawaii,11/23/20,2,5,292
Hawaii,11/24/20,11,11,868
Hawaii,11/25/20,5,5,606
Hawaii,11/26/20,16,20,668
Hawaii,11/27/20,4,8,650
Hawaii,11/28/20,4,4,605
Hawaii,11/29/20,6,5,402
Hawaii,11/30/20,2,4,462
Hawaii,12/1/20,5,8,826
Hawaii,12/2/20,12,9,795
Hawaii,12/3/20,12,11,1204
Hawaii,12/4/20,5,4,628
Hawaii,12/5/20,7,7,655
Hawaii,12/6/20,5,5,367
Hawaii,12/7/20,12,13,454
Hawaii,12/8/20,23,20,951
Hawaii,12/9/20,3,5,764
Hawaii,12/10/20,17,16,925
Hawaii,12/11/20,10,9,617
Hawaii,12/12/20,16,22,886
Hawaii,12/13/20,10,11,502
Hawaii,12/14/20,5,7,398
Hawaii,12/15/20,15,14,984
Hawaii,12/16/20,7,7,604
Hawaii,12/17/20,21,25,1011
Hawaii,12/18/20,13,15,1008
Hawaii,12/19/20,13,18,625
Hawaii,12/20/20,6,7,502
Hawaii,12/21/20,12,15,392
Hawaii,12/22/20,13,11,825
Hawaii,12/23/20,8,7,652
Hawaii,12/24/20,4,7,835
Hawaii,12/25/20,3,4,275
Hawaii,12/26/20,2,4,312
Hawaii,12/27/20,7,8,529
Hawaii,12/28/20,2,3,340
Hawaii,12/29/20,14,12,729
Hawaii,12/30/20,13,18,498
Hawaii,12/31/20,20,20,1036
Hawaii,1/1/21,2,4,279
Hawaii,1/2/21,4,8,362
Hawaii,1/3/21,12,13,610
Hawaii,1/4/21,8,9,414
Hawaii,1/5/21,18,18,942
Hawaii,1/6/21,10,13,859
Hawaii,1/7/21,20,22,914
Hawaii,1/8/21,12,14,671
Hawaii,1/9/21,20,20,702
Hawaii,1/10/21,4,4,385
Hawaii,1/11/21,7,8,554
Hawaii,1/12/21,13,16,788
Hawaii,1/13/21,5,5,808
Hawaii,1/14/21,12,13,1038
Hawaii,1/15/21,7,11,582
Hawaii,1/16/21,9,8,569
Hawaii,1/17/21,6,6,477
Hawaii,1/18/21,4,4,439
Hawaii,1/19/21,15,15,567
Hawaii,1/20/21,5,5,991
Hawaii,1/21/21,4,5,813
Hawaii,1/22/21,6,4,555
Hawaii,1/23/21,6,7,670
Hawaii,1/24/21,1,1,383
Hawaii,1/25/21,3,3,527
Hawaii,1/26/21,6,12,678
Hawaii,1/27/21,6,3,568
Hawaii,1/28/21,9,9,889
Hawaii,1/29/21,10,10,560
Hawaii,1/30/21,7,5,645
Hawaii,1/31/21,4,6,382
Hawaii,2/1/21,4,7,403
Hawaii,2/2/21,6,6,885
Hawaii,2/3/21,1,1,747
Hawaii,2/4/21,0,1,698
Hawaii,2/5/21,7,7,565
Hawaii,2/6/21,3,4,546
Hawaii,2/7/21,3,4,393
Hawaii,2/8/21,2,2,520
Hawaii,2/9/21,3,1,640
Hawaii,2/10/21,5,7,602
Hawaii,2/11/21,2,2,676
Hawaii,2/12/21,3,3,504
Hawaii,2/13/21,0,1,549
Hawaii,2/14/21,0,2,365
Hawaii,2/15/21,1,5,572
Hawaii,2/16/21,7,2,525
Hawaii,2/17/21,2,2,1082
Hawaii,2/18/21,2,3,663
Hawaii,2/19/21,4,4,589
Hawaii,2/20/21,2,2,569
Hawaii,2/21/21,0,0,328
Hawaii,2/22/21,2,1,551
Hawaii,2/23/21,1,2,569
Hawaii,2/24/21,1,1,593
Hawaii,2/25/21,3,2,616
Honolulu,2/15/20,0,0,1
Honolulu,2/28/20,0,0,0
Honolulu,3/2/20,0,0,1
Honolulu,3/3/20,0,0,2
Honolulu,3/5/20,1,0,0
Honolulu,3/6/20,0,1,2
Honolulu,3/7/20,0,0,2
Honolulu,3/8/20,1,1,1
Honolulu,3/9/20,0,0,1
Honolulu,3/10/20,0,0,0
Honolulu,3/11/20,0,0,4
Honolulu,3/12/20,0,0,3
Honolulu,3/13/20,0,0,24
Honolulu,3/14/20,2,2,103
Honolulu,3/15/20,2,2,58
Honolulu,3/16/20,1,1,106
Honolulu,3/17/20,3,2,112
Honolulu,3/18/20,4,5,314
Honolulu,3/19/20,16,14,353
Honolulu,3/20/20,6,5,515
Honolulu,3/21/20,8,5,291
Honolulu,3/22/20,16,11,333
Honolulu,3/23/20,12,14,336
Honolulu,3/24/20,7,6,248
Honolulu,3/25/20,15,11,373
Honolulu,3/26/20,13,10,452
Honolulu,3/27/20,23,18,580
Honolulu,3/28/20,17,17,612
Honolulu,3/29/20,25,22,483
Honolulu,3/30/20,20,17,360
Honolulu,3/31/20,27,26,959
Honolulu,4/1/20,25,22,583
Honolulu,4/2/20,28,18,555
Honolulu,4/3/20,18,12,433
Honolulu,4/4/20,9,8,233
Honolulu,4/5/20,12,14,454
Honolulu,4/6/20,16,18,603
Honolulu,4/7/20,11,18,560
Honolulu,4/8/20,7,6,419
Honolulu,4/9/20,4,4,407
Honolulu,4/10/20,5,5,470
Honolulu,4/11/20,3,3,384
Honolulu,4/12/20,1,1,293
Honolulu,4/13/20,4,2,196
Honolulu,4/14/20,9,12,223
Honolulu,4/15/20,6,6,574
Honolulu,4/16/20,4,5,309
Honolulu,4/17/20,1,1,302
Honolulu,4/18/20,3,2,347
Honolulu,4/19/20,0,0,267
Honolulu,4/20/20,0,0,347
Honolulu,4/21/20,2,6,319
Honolulu,4/22/20,2,3,367
Honolulu,4/23/20,1,1,317
Honolulu,4/24/20,2,2,302
Honolulu,4/25/20,1,2,342
Honolulu,4/26/20,0,0,176
Honolulu,4/27/20,0,3,233
Honolulu,4/28/20,3,4,539
Honolulu,4/29/20,0,0,409
Honolulu,4/30/20,1,5,409
Honolulu,5/1/20,0,0,350
Honolulu,5/2/20,1,1,212
Honolulu,5/3/20,0,0,268
Honolulu,5/4/20,3,4,520
Honolulu,5/5/20,1,1,381
Honolulu,5/6/20,2,2,413
Honolulu,5/7/20,0,1,313
Honolulu,5/8/20,1,1,351
Honolulu,5/9/20,1,1,368
Honolulu,5/10/20,2,2,213
Honolulu,5/11/20,1,2,492
Honolulu,5/12/20,3,2,522
Honolulu,5/13/20,0,0,533
Honolulu,5/14/20,0,0,408
Honolulu,5/15/20,1,1,476
Honolulu,5/16/20,0,1,426
Honolulu,5/17/20,0,0,373
Honolulu,5/18/20,0,1,564
Honolulu,5/19/20,1,0,682
Honolulu,5/20/20,0,0,525
Honolulu,5/21/20,0,0,452
Honolulu,5/22/20,0,0,448
Honolulu,5/23/20,0,0,348
Honolulu,5/24/20,0,0,351
Honolulu,5/25/20,0,0,287
Honolulu,5/26/20,0,0,482
Honolulu,5/27/20,2,2,554
Honolulu,5/28/20,3,3,682
Honolulu,5/29/20,2,2,571
Honolulu,5/30/20,0,1,394
Honolulu,5/31/20,0,0,390
Honolulu,6/1/20,1,1,626
Honolulu,6/2/20,1,1,485
Honolulu,6/3/20,1,1,657
Honolulu,6/4/20,6,4,586
Honolulu,6/5/20,8,10,595
Honolulu,6/6/20,1,1,557
Honolulu,6/7/20,1,1,435
Honolulu,6/8/20,6,6,711
Honolulu,6/9/20,4,5,1055
Honolulu,6/10/20,6,6,1138
Honolulu,6/11/20,15,4,606
Honolulu,6/12/20,17,17,924
Honolulu,6/13/20,4,15,758
Honolulu,6/14/20,8,8,512
Honolulu,6/15/20,3,4,914
Honolulu,6/16/20,4,5,785
Honolulu,6/17/20,18,18,1436
Honolulu,6/18/20,24,25,1078
Honolulu,6/19/20,4,4,833
Honolulu,6/20/20,8,7,1052
Honolulu,6/21/20,4,4,490
Honolulu,6/22/20,3,3,971
Honolulu,6/23/20,12,10,1415
Honolulu,6/24/20,12,15,1165
Honolulu,6/25/20,14,14,1197
Honolulu,6/26/20,5,4,1117
Honolulu,6/27/20,23,21,1374
Honolulu,6/28/20,2,1,673
Honolulu,6/29/20,16,15,1152
Honolulu,6/30/20,5,7,1442
Honolulu,7/1/20,17,14,1249
Honolulu,7/2/20,25,28,1391
Honolulu,7/3/20,19,18,895
Honolulu,7/4/20,25,25,808
Honolulu,7/5/20,6,9,505
Honolulu,7/6/20,38,36,1222
Honolulu,7/7/20,19,18,1367
Honolulu,7/8/20,32,31,1663
Honolulu,7/9/20,25,26,1351
Honolulu,7/10/20,37,36,1492
Honolulu,7/11/20,18,18,1379
Honolulu,7/12/20,18,23,906
Honolulu,7/13/20,19,18,1420
Honolulu,7/14/20,26,26,1938
Honolulu,7/15/20,19,20,1675
Honolulu,7/16/20,21,17,1719
Honolulu,7/17/20,18,21,1339
Honolulu,7/18/20,26,26,1335
Honolulu,7/19/20,11,11,925
Honolulu,7/20/20,21,24,1242
Honolulu,7/21/20,17,23,1370
Honolulu,7/22/20,50,43,1661
Honolulu,7/23/20,57,57,1360
Honolulu,7/24/20,67,68,1674
Honolulu,7/25/20,55,53,1305
Honolulu,7/26/20,28,45,959
Honolulu,7/27/20,46,38,852
Honolulu,7/28/20,99,97,1651
Honolulu,7/29/20,119,112,1812
Honolulu,7/30/20,119,130,1947
Honolulu,7/31/20,87,91,1897
Honolulu,8/1/20,44,113,2024
Honolulu,8/2/20,198,122,1565
Honolulu,8/3/20,139,142,1789
Honolulu,8/4/20,169,157,2592
Honolulu,8/5/20,144,169,2591
Honolulu,8/6/20,200,216,2309
Honolulu,8/7/20,221,202,2481
Honolulu,8/8/20,146,135,2088
Honolulu,8/9/20,137,140,2008
Honolulu,8/10/20,115,139,2055
Honolulu,8/11/20,195,190,2814
Honolulu,8/12/20,342,334,3653
Honolulu,8/13/20,217,225,2687
Honolulu,8/14/20,272,290,3514
Honolulu,8/15/20,200,198,2725
Honolulu,8/16/20,163,169,2349
Honolulu,8/17/20,125,138,2044
Honolulu,8/18/20,232,227,2355
Honolulu,8/19/20,228,227,2662
Honolulu,8/20/20,208,194,2689
Honolulu,8/21/20,255,294,3077
Honolulu,8/22/20,227,228,2613
Honolulu,8/23/20,150,141,1922
Honolulu,8/24/20,201,196,2380
Honolulu,8/25/20,243,258,2844
Honolulu,8/26/20,287,297,2865
Honolulu,8/27/20,231,265,3096
Honolulu,8/28/20,264,277,3734
Honolulu,8/29/20,172,167,3094
Honolulu,8/30/20,104,106,1410
Honolulu,8/31/20,156,156,4050
Honolulu,9/1/20,302,211,5925
Honolulu,9/2/20,188,183,8007
Honolulu,9/3/20,231,244,8372
Honolulu,9/4/20,190,185,9303
Honolulu,9/5/20,145,147,5653
Honolulu,9/6/20,89,85,2507
Honolulu,9/7/20,58,55,810
Honolulu,9/8/20,86,90,1898
Honolulu,9/9/20,157,155,8369
Honolulu,9/10/20,143,137,4448
Honolulu,9/11/20,112,112,6333
Honolulu,9/12/20,93,97,5143
Honolulu,9/13/20,71,69,2610
Honolulu,9/14/20,60,64,1889
Honolulu,9/15/20,94,127,4927
Honolulu,9/16/20,134,98,3438
Honolulu,9/17/20,109,101,5712
Honolulu,9/18/20,103,114,7963
Honolulu,9/19/20,71,74,2440
Honolulu,9/20/20,49,47,1167
Honolulu,9/21/20,53,53,2045
Honolulu,9/22/20,153,152,3289
Honolulu,9/23/20,81,93,2259
Honolulu,9/24/20,96,94,2209
Honolulu,9/25/20,123,123,3019
Honolulu,9/26/20,87,92,2808
Honolulu,9/27/20,89,89,1777
Honolulu,9/28/20,80,85,2666
Honolulu,9/29/20,94,98,2945
Honolulu,9/30/20,101,90,2265
Honolulu,10/1/20,69,69,2428
Honolulu,10/2/20,87,88,3194
Honolulu,10/3/20,53,56,2387
Honolulu,10/4/20,41,40,1107
Honolulu,10/5/20,67,79,2513
Honolulu,10/6/20,90,81,2262
Honolulu,10/7/20,86,88,2342
Honolulu,10/8/20,107,103,2273
Honolulu,10/9/20,58,55,1864
Honolulu,10/10/20,79,79,2306
Honolulu,10/11/20,37,34,766
Honolulu,10/12/20,30,30,1695
Honolulu,10/13/20,79,81,2809
Honolulu,10/14/20,74,74,2425
Honolulu,10/15/20,69,78,2332
Honolulu,10/16/20,81,73,2841
Honolulu,10/17/20,68,74,2221
Honolulu,10/18/20,31,27,1059
Honolulu,10/19/20,59,66,2882
Honolulu,10/20/20,64,56,2409
Honolulu,10/21/20,52,60,2766
Honolulu,10/22/20,66,67,2662
Honolulu,10/23/20,58,57,2547
Honolulu,10/24/20,49,49,2741
Honolulu,10/25/20,26,25,1552
Honolulu,10/26/20,49,53,2990
Honolulu,10/27/20,40,46,2501
Honolulu,10/28/20,60,63,3236
Honolulu,10/29/20,73,70,2448
Honolulu,10/30/20,45,68,3315
Honolulu,10/31/20,52,78,2283
Honolulu,11/1/20,64,25,1233
Honolulu,11/2/20,72,89,3247
Honolulu,11/3/20,124,110,2961
Honolulu,11/4/20,66,65,2612
Honolulu,11/5/20,86,89,2287
Honolulu,11/6/20,108,114,3811
Honolulu,11/7/20,104,103,3003
Honolulu,11/8/20,53,54,1938
Honolulu,11/9/20,64,68,2558
Honolulu,11/10/20,86,80,3230
Honolulu,11/11/20,71,85,3214
Honolulu,11/12/20,92,97,2613
Honolulu,11/13/20,88,81,2987
Honolulu,11/14/20,75,80,2430
Honolulu,11/15/20,35,37,1605
Honolulu,11/16/20,56,61,3702
Honolulu,11/17/20,77,83,2849
Honolulu,11/18/20,69,68,3677
Honolulu,11/19/20,123,132,3461
Honolulu,11/20/20,97,105,3398
Honolulu,11/21/20,80,90,3905
Honolulu,11/22/20,45,40,2301
Honolulu,11/23/20,93,103,3859
Honolulu,11/24/20,92,98,3798
Honolulu,11/25/20,69,76,3755
Honolulu,11/26/20,48,40,2453
Honolulu,11/27/20,45,50,3569
